Produto,Categoria,Preco,Quantidade,DataVenda
Smart TV 50' 4K,Televisão,2600,5,2018-08-06
Smart TV 50' 4K,Televisão,2600,4,2018-08-06
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-07
Smart TV 50' 4K,Televisão,2600,1,2018-08-07
Aspire 5,Notebook,2400,4,2018-08-07
Moto Z,Celular,1500,4,2018-08-07
Smart TV 50' 4K,Televisão,2600,5,2018-08-07
Smart TV 50' 4K,Televisão,2600,4,2018-08-07
Smart TV 50' 4K,Televisão,2600,4,2018-08-07
Samsung Dual Core,Notebook,1500,4,2018-08-07
Smart Watch MI,Smart Watch,1200,2,2018-08-07
Moto G7,Celular,1400,4,2018-08-07
Inspiron 15,Notebook,2300,4,2018-08-08
Câmera Digital Rebel T6,Câmera,1500,3,2018-08-08
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-08
iPhone 7,Celular,2500,5,2018-08-08
Samsung Dual Core,Notebook,1500,3,2018-08-08
Aspire 5,Notebook,2400,1,2018-08-08
Inspiron 15,Notebook,2300,5,2018-08-08
Galaxy S10,Celular,4500,4,2018-08-08
Smart TV 50' 4K,Televisão,2600,1,2018-08-08
iPhone XS,Celular,6500,3,2018-08-08
Aspire 5,Notebook,2400,4,2018-08-08
Galaxy S8,Celular,3000,2,2018-08-08
Smart TV LED Full HD 55',Televisão,2000,3,2018-08-08
Galaxy J8,Celular,1100,3,2018-08-08
Câmera Digital Rebel T6,Câmera,1500,4,2018-08-08
Câmera Coolpix L340,Câmera,1550,2,2018-08-08
Inspiron 15,Notebook,2300,3,2018-08-08
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-08
Galaxy S8,Celular,3000,5,2018-08-08
Aspire 5,Notebook,2400,4,2018-08-08
Smart TV 50' 4K,Televisão,2600,2,2018-08-08
Galaxy S10,Celular,4500,5,2018-08-08
Câmera Digital Sony Cyber,Câmera,700,2,2018-08-09
iPhone XS,Celular,6500,5,2018-08-09
Smart Watch MI,Smart Watch,1200,3,2018-08-09
Moto G7,Celular,1400,1,2018-08-09
Samsung Dual Core,Notebook,1500,5,2018-08-09
Inspiron 15,Notebook,2300,1,2018-08-09
Moto Z,Celular,1500,5,2018-08-09
Dell G7,Notebook,5500,2,2018-08-09
Aspire 5,Notebook,2400,2,2018-08-09
Smart TV 50' 4K,Televisão,2600,2,2018-08-09
Samsung Dual Core,Notebook,1500,3,2018-08-09
Smart TV LED Full HD 55',Televisão,2000,3,2018-08-09
iPhone XS,Celular,6500,2,2018-08-09
Smart TV 50' 4K,Televisão,2600,5,2018-08-09
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-09
Moto G7,Celular,1400,5,2018-08-09
Galaxy S8,Celular,3000,3,2018-08-10
Smart TV LED Full HD 55',Televisão,2000,5,2018-08-10
Smart TV LED Full HD 55',Televisão,2000,3,2018-08-10
Galaxy S10,Celular,4500,5,2018-08-10
Inspiron 15,Notebook,2300,5,2018-08-10
Inspiron 15,Notebook,2300,4,2018-08-10
Câmera Coolpix L340,Câmera,1550,3,2018-08-10
Smart TV LED Full HD 55',Televisão,2000,2,2018-08-10
Smart TV 50' 4K,Televisão,2600,5,2018-08-10
Galaxy S10,Celular,4500,1,2018-08-10
Smart TV 50' 4K,Televisão,2600,4,2018-08-10
Smart Watch MI,Smart Watch,1200,2,2018-08-10
Smart TV 50' 4K,Televisão,2600,5,2018-08-10
Samsung Dual Core,Notebook,1500,2,2018-08-10
Câmera Coolpix L340,Câmera,1550,1,2018-08-10
Moto G7,Celular,1400,1,2018-08-10
Inspiron 15,Notebook,2300,3,2018-08-10
Smart TV LED Full HD 55',Televisão,2000,2,2018-08-10
Smart TV 50' 4K,Televisão,2600,5,2018-08-11
Câmera Coolpix L340,Câmera,1550,5,2018-08-11
Galaxy S10,Celular,4500,5,2018-08-11
iPhone XS,Celular,6500,5,2018-08-11
Dell G7,Notebook,5500,4,2018-08-11
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-11
Dell G7,Notebook,5500,4,2018-08-11
Galaxy S8,Celular,3000,5,2018-08-11
Dell G7,Notebook,5500,4,2018-08-11
Samsung Dual Core,Notebook,1500,3,2018-08-11
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-11
Câmera Digital Rebel T6,Câmera,1500,3,2018-08-11
Moto G7,Celular,1400,4,2018-08-11
Apple Watch,Smart Watch,1750,2,2018-08-11
Moto G7,Celular,1400,2,2018-08-11
Moto G7,Celular,1400,5,2018-08-11
Dell G7,Notebook,5500,1,2018-08-11
Câmera Digital Rebel T6,Câmera,1500,4,2018-08-11
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-11
Smart TV LED Full HD 55',Televisão,2000,5,2018-08-12
Smart TV 50' 4K,Televisão,2600,5,2018-08-12
Smart TV 50' 4K,Televisão,2600,2,2018-08-12
TV LED 32',Televisão,1400,4,2018-08-12
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-12
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-12
Smart TV 75' 4K,Televisão,5200,2,2018-08-12
Câmera Digital Sony Cyber,Câmera,700,4,2018-08-12
Galaxy J8,Celular,1100,4,2018-08-12
Smart Watch MI,Smart Watch,1200,3,2018-08-12
iPhone 7,Celular,2500,3,2018-08-12
Dell G7,Notebook,5500,4,2018-08-12
Smart Watch MI,Smart Watch,1200,1,2018-08-12
Câmera Digital Sony Cyber,Câmera,700,3,2018-08-12
Tablet M10 Android,Tablet,2000,3,2018-08-12
TV LED 32',Televisão,1400,5,2018-08-12
Smart TV 50' 4K,Televisão,2600,1,2018-08-13
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-13
Câmera Coolpix L340,Câmera,1550,3,2018-08-13
TV LED 32',Televisão,1400,5,2018-08-13
Samsung Dual Core,Notebook,1500,4,2018-08-13
Moto Z,Celular,1500,4,2018-08-13
iPhone 6S,Celular,1900,4,2018-08-13
Moto G7,Celular,1400,3,2018-08-13
Dell G7,Notebook,5500,3,2018-08-13
Câmera Digital Sony Cyber,Câmera,700,4,2018-08-13
iPad 32GB Wifi,Tablet,750,4,2018-08-13
Galaxy J8,Celular,1100,2,2018-08-13
iPhone 7,Celular,2500,4,2018-08-13
Câmera Coolpix L340,Câmera,1550,2,2018-08-13
iPhone XS,Celular,6500,3,2018-08-13
iPhone XS,Celular,6500,1,2018-08-13
iPhone 7,Celular,2500,2,2018-08-13
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-13
Moto G7,Celular,1400,4,2018-08-13
TV LED 32',Televisão,1400,5,2018-08-13
Galaxy J8,Celular,1100,2,2018-08-13
Inspiron 15,Notebook,2300,3,2018-08-13
Smart Watch MI,Smart Watch,1200,4,2018-08-13
Moto G7,Celular,1400,1,2018-08-14
Aspire 5,Notebook,2400,3,2018-08-14
Galaxy S10,Celular,4500,2,2018-08-14
Smart TV 50' 4K,Televisão,2600,2,2018-08-14
Moto G7,Celular,1400,4,2018-08-14
Smart TV 50' 4K,Televisão,2600,3,2018-08-14
Smart TV LED Full HD 55',Televisão,2000,4,2018-08-14
Câmera Digital Rebel T6,Câmera,1500,3,2018-08-14
Smart Watch MI,Smart Watch,1200,3,2018-08-14
Samsung Dual Core,Notebook,1500,3,2018-08-14
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-14
Smart TV LED Full HD 55',Televisão,2000,1,2018-08-14
Câmera Coolpix L340,Câmera,1550,3,2018-08-14
Câmera Digital Sony Cyber,Câmera,700,3,2018-08-14
Moto Z,Celular,1500,2,2018-08-14
Aspire 5,Notebook,2400,2,2018-08-14
TV LED 32',Televisão,1400,1,2018-08-14
Smart TV LED Full HD 55',Televisão,2000,4,2018-08-14
Smart TV 75' 4K,Televisão,5200,5,2018-08-14
iPhone XS,Celular,6500,2,2018-08-14
Moto G7,Celular,1400,4,2018-08-14
Moto G7,Celular,1400,1,2018-08-14
iPhone 7,Celular,2500,4,2018-08-14
Smart TV 50' 4K,Televisão,2600,4,2018-08-14
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-14
Smart TV LED Full HD 55',Televisão,2000,2,2018-08-15
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-15
Smart Watch Galaxy,Smart Watch,1450,4,2018-08-15
Smart TV LED Full HD 55',Televisão,2000,1,2018-08-15
Smart TV 50' 4K,Televisão,2600,3,2018-08-15
Câmera Digital Sony Cyber,Câmera,700,4,2018-08-15
iPhone XS,Celular,6500,4,2018-08-15
Samsung Dual Core,Notebook,1500,2,2018-08-15
Smart Watch MI,Smart Watch,1200,4,2018-08-15
Galaxy S8,Celular,3000,2,2018-08-15
iPhone 7,Celular,2500,3,2018-08-15
Câmera Digital Rebel T6,Câmera,1500,1,2018-08-15
Moto G7,Celular,1400,5,2018-08-15
Samsung Dual Core,Notebook,1500,5,2018-08-15
Smart TV 50' 4K,Televisão,2600,5,2018-08-15
Moto G7,Celular,1400,2,2018-08-15
Câmera Coolpix L340,Câmera,1550,1,2018-08-15
Smart TV LED Full HD 55',Televisão,2000,1,2018-08-15
Galaxy S10,Celular,4500,5,2018-08-16
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-16
Smart Watch MI,Smart Watch,1200,1,2018-08-16
iPhone 7,Celular,2500,4,2018-08-16
Samsung Dual Core,Notebook,1500,4,2018-08-16
Dell G7,Notebook,5500,1,2018-08-16
Moto G7,Celular,1400,1,2018-08-16
Câmera Digital Rebel T6,Câmera,1500,1,2018-08-16
Aspire 5,Notebook,2400,5,2018-08-16
iPhone XS,Celular,6500,1,2018-08-16
Câmera Coolpix L340,Câmera,1550,5,2018-08-16
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-16
iPhone 6S,Celular,1900,4,2018-08-16
Câmera Digital Rebel T6,Câmera,1500,3,2018-08-16
Smart TV 75' 4K,Televisão,5200,3,2018-08-16
Samsung Dual Core,Notebook,1500,1,2018-08-16
Câmera Digital Sony Cyber,Câmera,700,3,2018-08-16
Galaxy S8,Celular,3000,3,2018-08-16
Galaxy S8,Celular,3000,2,2018-08-16
Inspiron 15,Notebook,2300,1,2018-08-16
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-16
Galaxy S10,Celular,4500,2,2018-08-16
Smart Watch MI,Smart Watch,1200,2,2018-08-16
Smart TV 50' 4K,Televisão,2600,5,2018-08-16
TV LED 32',Televisão,1400,1,2018-08-16
Smart TV 50' 4K,Televisão,2600,4,2018-08-17
Smart TV LED Full HD 55',Televisão,2000,5,2018-08-17
Smart Watch Galaxy,Smart Watch,1450,3,2018-08-17
iPad 32GB Wifi,Tablet,750,2,2018-08-17
Aspire 5,Notebook,2400,2,2018-08-17
Smart TV 50' 4K,Televisão,2600,5,2018-08-17
Moto Z,Celular,1500,4,2018-08-17
iPhone 7,Celular,2500,3,2018-08-17
Smart TV 50' 4K,Televisão,2600,5,2018-08-17
Smart TV 50' 4K,Televisão,2600,5,2018-08-17
Moto Z,Celular,1500,5,2018-08-18
Smart TV LED Full HD 55',Televisão,2000,4,2018-08-18
iPhone XS,Celular,6500,4,2018-08-18
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-18
Smart TV 75' 4K,Televisão,5200,5,2018-08-18
Smart TV LED Full HD 55',Televisão,2000,5,2018-08-18
Smart TV 50' 4K,Televisão,2600,2,2018-08-18
iPhone 7,Celular,2500,2,2018-08-18
iPhone XS,Celular,6500,5,2018-08-18
Galaxy J8,Celular,1100,2,2018-08-18
Dell G7,Notebook,5500,1,2018-08-18
Smart TV 50' 4K,Televisão,2600,2,2018-08-18
TV LED 32',Televisão,1400,1,2018-08-18
Smart TV 50' 4K,Televisão,2600,1,2018-08-18
Galaxy S8,Celular,3000,5,2018-08-18
Smart TV LED Full HD 55',Televisão,2000,4,2018-08-18
Moto G7,Celular,1400,4,2018-08-18
Moto G7,Celular,1400,4,2018-08-19
Aspire 5,Notebook,2400,4,2018-08-19
Apple Watch,Smart Watch,1750,3,2018-08-19
iPhone XS,Celular,6500,3,2018-08-19
Smart Watch MI,Smart Watch,1200,2,2018-08-19
Smart TV 50' 4K,Televisão,2600,2,2018-08-19
Smart TV LED Full HD 55',Televisão,2000,5,2018-08-19
Moto Z,Celular,1500,5,2018-08-19
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-19
Smart TV 50' 4K,Televisão,2600,3,2018-08-19
iPhone 7,Celular,2500,3,2018-08-19
Smart TV LED Full HD 55',Televisão,2000,5,2018-08-19
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-19
Smart TV LED Full HD 55',Televisão,2000,2,2018-08-19
Câmera Digital Rebel T6,Câmera,1500,4,2018-08-19
Galaxy S8,Celular,3000,1,2018-08-19
Samsung Dual Core,Notebook,1500,2,2018-08-19
Apple Watch,Smart Watch,1750,1,2018-08-19
Moto G7,Celular,1400,2,2018-08-19
Câmera Digital Rebel T6,Câmera,1500,4,2018-08-19
Câmera Digital Sony Cyber,Câmera,700,2,2018-08-19
iPhone 6S,Celular,1900,2,2018-08-19
Câmera Digital Sony Cyber,Câmera,700,3,2018-08-19
Smart TV 50' 4K,Televisão,2600,3,2018-08-20
Moto G7,Celular,1400,2,2018-08-20
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-20
iPhone XS,Celular,6500,3,2018-08-20
Smart TV LED Full HD 55',Televisão,2000,3,2018-08-20
Dell G7,Notebook,5500,1,2018-08-20
Inspiron 15,Notebook,2300,1,2018-08-20
Câmera Coolpix L340,Câmera,1550,4,2018-08-20
Câmera Digital Sony Cyber,Câmera,700,3,2018-08-20
iPhone 6S,Celular,1900,2,2018-08-20
Samsung Dual Core,Notebook,1500,1,2018-08-20
Samsung Dual Core,Notebook,1500,2,2018-08-20
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-20
Moto G7,Celular,1400,1,2018-08-20
Smart TV 50' 4K,Televisão,2600,5,2018-08-21
Smart TV 50' 4K,Televisão,2600,4,2018-08-21
Smart TV LED Full HD 55',Televisão,2000,3,2018-08-21
Câmera Digital Rebel T6,Câmera,1500,4,2018-08-21
Moto G7,Celular,1400,1,2018-08-21
Samsung Dual Core,Notebook,1500,1,2018-08-21
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-21
Câmera Coolpix L340,Câmera,1550,2,2018-08-21
Smart Watch MI,Smart Watch,1200,2,2018-08-21
Smart Watch MI,Smart Watch,1200,1,2018-08-21
Inspiron 15,Notebook,2300,5,2018-08-21
Smart TV 50' 4K,Televisão,2600,4,2018-08-21
Tablet M10 Android,Tablet,2000,5,2018-08-21
Câmera Coolpix L340,Câmera,1550,5,2018-08-21
Moto G7,Celular,1400,4,2018-08-21
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-21
Moto G7,Celular,1400,3,2018-08-22
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-22
iPad 32GB Wifi,Tablet,750,4,2018-08-22
Samsung Dual Core,Notebook,1500,3,2018-08-22
Moto Z,Celular,1500,5,2018-08-22
Samsung Dual Core,Notebook,1500,3,2018-08-22
Smart TV LED Full HD 55',Televisão,2000,3,2018-08-22
TV LED 32',Televisão,1400,4,2018-08-22
Inspiron 15,Notebook,2300,4,2018-08-22
Câmera Coolpix L340,Câmera,1550,3,2018-08-22
Smart TV 50' 4K,Televisão,2600,5,2018-08-22
Smart Watch MI,Smart Watch,1200,1,2018-08-22
Inspiron 15,Notebook,2300,1,2018-08-22
Câmera Digital Sony Cyber,Câmera,700,4,2018-08-22
Smart Watch MI,Smart Watch,1200,3,2018-08-22
Galaxy S8,Celular,3000,2,2018-08-23
Smart TV 50' 4K,Televisão,2600,2,2018-08-23
Inspiron 15,Notebook,2300,3,2018-08-23
Galaxy S8,Celular,3000,5,2018-08-23
Smart TV 50' 4K,Televisão,2600,4,2018-08-23
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-23
Aspire 5,Notebook,2400,2,2018-08-23
Câmera Coolpix L340,Câmera,1550,3,2018-08-23
Tablet M10 Android,Tablet,2000,3,2018-08-23
Smart TV 50' 4K,Televisão,2600,5,2018-08-23
Smart TV LED Full HD 55',Televisão,2000,3,2018-08-23
Smart TV 50' 4K,Televisão,2600,4,2018-08-23
Galaxy S8,Celular,3000,4,2018-08-23
Câmera Digital Sony Cyber,Câmera,700,2,2018-08-23
Galaxy S8,Celular,3000,3,2018-08-23
Tablet M10 Android,Tablet,2000,4,2018-08-23
Câmera Digital Rebel T6,Câmera,1500,4,2018-08-23
Câmera Digital Sony Cyber,Câmera,700,2,2018-08-23
Inspiron 15,Notebook,2300,5,2018-08-23
Galaxy S8,Celular,3000,2,2018-08-23
Câmera Digital Sony Cyber,Câmera,700,2,2018-08-24
Moto G7,Celular,1400,5,2018-08-24
Inspiron 15,Notebook,2300,4,2018-08-24
Smart TV 50' 4K,Televisão,2600,3,2018-08-24
Samsung Dual Core,Notebook,1500,5,2018-08-24
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-24
Câmera Digital Sony Cyber,Câmera,700,3,2018-08-24
Moto Z,Celular,1500,4,2018-08-24
Câmera Coolpix L340,Câmera,1550,1,2018-08-24
Aspire 5,Notebook,2400,4,2018-08-24
Smart TV 50' 4K,Televisão,2600,5,2018-08-24
Moto Z,Celular,1500,5,2018-08-24
Câmera Digital Sony Cyber,Câmera,700,3,2018-08-24
Aspire 5,Notebook,2400,3,2018-08-24
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-24
TV LED 32',Televisão,1400,1,2018-08-25
Inspiron 15,Notebook,2300,1,2018-08-25
Câmera Digital Rebel T6,Câmera,1500,1,2018-08-25
Aspire 5,Notebook,2400,4,2018-08-25
iPhone XS,Celular,6500,4,2018-08-25
Galaxy J8,Celular,1100,3,2018-08-25
Moto G7,Celular,1400,2,2018-08-25
Apple Watch,Smart Watch,1750,3,2018-08-25
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-25
Moto G7,Celular,1400,3,2018-08-25
Smart TV 75' 4K,Televisão,5200,1,2018-08-25
Câmera Coolpix L340,Câmera,1550,1,2018-08-25
Smart Watch MI,Smart Watch,1200,2,2018-08-25
Smart TV LED Full HD 55',Televisão,2000,5,2018-08-25
Inspiron 15,Notebook,2300,1,2018-08-26
Galaxy S8,Celular,3000,2,2018-08-26
Câmera Digital Rebel T6,Câmera,1500,3,2018-08-26
Câmera Digital Rebel T6,Câmera,1500,1,2018-08-26
Samsung Dual Core,Notebook,1500,2,2018-08-26
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-26
Aspire 5,Notebook,2400,5,2018-08-26
Smart TV 50' 4K,Televisão,2600,2,2018-08-26
Aspire 5,Notebook,2400,1,2018-08-26
Moto G7,Celular,1400,3,2018-08-26
Galaxy S8,Celular,3000,5,2018-08-26
Inspiron 15,Notebook,2300,5,2018-08-26
Moto G7,Celular,1400,1,2018-08-26
Smart TV 50' 4K,Televisão,2600,5,2018-08-26
Samsung Dual Core,Notebook,1500,2,2018-08-26
Smart TV 50' 4K,Televisão,2600,4,2018-08-26
Galaxy S8,Celular,3000,2,2018-08-26
Galaxy S8,Celular,3000,5,2018-08-26
Dell G7,Notebook,5500,5,2018-08-26
Inspiron 15,Notebook,2300,1,2018-08-26
Galaxy J8,Celular,1100,2,2018-08-26
Smart TV 50' 4K,Televisão,2600,5,2018-08-26
Smart TV LED Full HD 55',Televisão,2000,4,2018-08-26
Dell G7,Notebook,5500,3,2018-08-26
Câmera Digital Sony Cyber,Câmera,700,2,2018-08-26
Câmera Coolpix L340,Câmera,1550,2,2018-08-26
iPhone XS,Celular,6500,3,2018-08-26
Aspire 5,Notebook,2400,4,2018-08-26
Câmera Digital Sony Cyber,Câmera,700,3,2018-08-27
Samsung Dual Core,Notebook,1500,3,2018-08-27
Aspire 5,Notebook,2400,5,2018-08-27
Aspire 5,Notebook,2400,2,2018-08-27
Smart TV 50' 4K,Televisão,2600,2,2018-08-27
Inspiron 15,Notebook,2300,4,2018-08-27
Galaxy S10,Celular,4500,5,2018-08-27
Smart TV 75' 4K,Televisão,5200,1,2018-08-27
Moto G7,Celular,1400,5,2018-08-27
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-27
Smart TV 50' 4K,Televisão,2600,1,2018-08-27
Câmera Digital Rebel T6,Câmera,1500,4,2018-08-27
Inspiron 15,Notebook,2300,1,2018-08-27
Moto G7,Celular,1400,3,2018-08-27
Galaxy S8,Celular,3000,2,2018-08-27
Inspiron 15,Notebook,2300,3,2018-08-27
Smart TV 50' 4K,Televisão,2600,3,2018-08-28
iPhone XS,Celular,6500,1,2018-08-28
Smart TV 75' 4K,Televisão,5200,5,2018-08-28
Câmera Digital Sony Cyber,Câmera,700,2,2018-08-28
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-28
Apple Watch,Smart Watch,1750,5,2018-08-28
Aspire 5,Notebook,2400,1,2018-08-28
Smart TV LED Full HD 55',Televisão,2000,1,2018-08-28
Câmera Digital Rebel T6,Câmera,1500,5,2018-08-28
Galaxy S8,Celular,3000,5,2018-08-28
Smart TV LED Full HD 55',Televisão,2000,3,2018-08-28
Smart Watch MI,Smart Watch,1200,2,2018-08-28
Smart Watch Galaxy,Smart Watch,1450,1,2018-08-28
iPad 32GB Wifi,Tablet,750,2,2018-08-28
Smart TV 50' 4K,Televisão,2600,4,2018-08-28
Smart TV LED Full HD 55',Televisão,2000,2,2018-08-28
Smart TV 75' 4K,Televisão,5200,4,2018-08-28
iPhone 7,Celular,2500,4,2018-08-28
Smart TV 50' 4K,Televisão,2600,1,2018-08-28
Dell G7,Notebook,5500,2,2018-08-28
Galaxy S8,Celular,3000,5,2018-08-28
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-28
Smart TV 50' 4K,Televisão,2600,5,2018-08-28
iPhone 7,Celular,2500,5,2018-08-29
Dell G7,Notebook,5500,5,2018-08-29
TV LED 32',Televisão,1400,4,2018-08-29
Dell G7,Notebook,5500,4,2018-08-29
Smart Watch MI,Smart Watch,1200,1,2018-08-29
Aspire 5,Notebook,2400,5,2018-08-29
Moto G7,Celular,1400,3,2018-08-29
Aspire 5,Notebook,2400,3,2018-08-29
Câmera Coolpix L340,Câmera,1550,1,2018-08-29
Câmera Coolpix L340,Câmera,1550,4,2018-08-29
Galaxy S8,Celular,3000,2,2018-08-29
Smart Watch MI,Smart Watch,1200,5,2018-08-29
Smart Watch Galaxy,Smart Watch,1450,2,2018-08-29
Smart TV 50' 4K,Televisão,2600,2,2018-08-29
Câmera Digital Sony Cyber,Câmera,700,1,2018-08-29
Inspiron 15,Notebook,2300,4,2018-08-29
Inspiron 15,Notebook,2300,2,2018-08-29
Aspire 5,Notebook,2400,5,2018-08-29
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-29
Galaxy S8,Celular,3000,4,2018-08-29
Inspiron 15,Notebook,2300,4,2018-08-29
Smart TV 50' 4K,Televisão,2600,3,2018-08-29
Smart TV 50' 4K,Televisão,2600,5,2018-08-29
Inspiron 15,Notebook,2300,5,2018-08-29
Câmera Digital Sony Cyber,Câmera,700,2,2018-08-29
Smart TV LED Full HD 55',Televisão,2000,3,2018-08-30
Apple Watch,Smart Watch,1750,4,2018-08-30
Smart TV 75' 4K,Televisão,5200,4,2018-08-30
Inspiron 15,Notebook,2300,1,2018-08-30
Inspiron 15,Notebook,2300,5,2018-08-30
Moto G7,Celular,1400,3,2018-08-30
Smart TV LED Full HD 55',Televisão,2000,5,2018-08-30
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-30
Smart TV LED Full HD 55',Televisão,2000,1,2018-08-30
Smart TV LED Full HD 55',Televisão,2000,5,2018-08-30
Smart TV LED Full HD 55',Televisão,2000,1,2018-08-30
Galaxy S8,Celular,3000,1,2018-08-30
Dell G7,Notebook,5500,2,2018-08-30
Galaxy S8,Celular,3000,3,2018-08-30
Câmera Digital Sony Cyber,Câmera,700,5,2018-08-30
Smart TV 50' 4K,Televisão,2600,3,2018-08-30
iPhone 7,Celular,2500,3,2018-08-30
iPhone XS,Celular,6500,2,2018-08-30
Smart TV 50' 4K,Televisão,2600,3,2018-08-30
Inspiron 15,Notebook,2300,2,2018-08-30
Smart Watch MI,Smart Watch,1200,1,2018-08-30
Samsung Dual Core,Notebook,1500,4,2018-08-30
iPhone XS,Celular,6500,1,2018-08-31
Galaxy S10,Celular,4500,2,2018-08-31
Smart Watch MI,Smart Watch,1200,2,2018-08-31
Câmera Digital Sony Cyber,Câmera,700,4,2018-08-31
Samsung Dual Core,Notebook,1500,2,2018-08-31
iPhone XS,Celular,6500,2,2018-08-31
Câmera Digital Rebel T6,Câmera,1500,3,2018-08-31
Smart TV 50' 4K,Televisão,2600,5,2018-08-31
iPhone XS,Celular,6500,3,2018-08-31
Câmera Digital Rebel T6,Câmera,1500,2,2018-08-31
Smart TV 50' 4K,Televisão,2600,2,2018-08-31
Smart Watch MI,Smart Watch,1200,1,2018-08-31
Smart TV LED Full HD 55',Televisão,2000,4,2018-08-31
Moto G7,Celular,1400,1,2018-08-31
Câmera Digital Rebel T6,Câmera,1500,1,2018-08-31
Câmera Coolpix L340,Câmera,1550,1,2018-09-01
Smart TV LED Full HD 55',Televisão,2000,4,2018-09-01
Câmera Coolpix L340,Câmera,1550,2,2018-09-01
Moto G7,Celular,1400,3,2018-09-01
Câmera Coolpix L340,Câmera,1550,1,2018-09-01
iPad 32GB Wifi,Tablet,750,2,2018-09-01
Inspiron 15,Notebook,2300,3,2018-09-01
Câmera Coolpix L340,Câmera,1550,1,2018-09-01
Smart TV 50' 4K,Televisão,2600,5,2018-09-01
Samsung Dual Core,Notebook,1500,1,2018-09-01
Galaxy S8,Celular,3000,1,2018-09-01
Moto G7,Celular,1400,4,2018-09-01
Smart TV 50' 4K,Televisão,2600,1,2018-09-01
Apple Watch,Smart Watch,1750,3,2018-09-01
Samsung Dual Core,Notebook,1500,4,2018-09-01
Smart TV 50' 4K,Televisão,2600,2,2018-09-01
Aspire 5,Notebook,2400,1,2018-09-01
Smart TV 50' 4K,Televisão,2600,3,2018-09-01
Smart Watch MI,Smart Watch,1200,1,2018-09-01
Câmera Digital Sony Cyber,Câmera,700,2,2018-09-01
Moto Z,Celular,1500,3,2018-09-01
Aspire 5,Notebook,2400,2,2018-09-01
Câmera Coolpix L340,Câmera,1550,5,2018-09-01
Câmera Coolpix L340,Câmera,1550,3,2018-09-01
iPhone 7,Celular,2500,3,2018-09-01
Smart TV LED Full HD 55',Televisão,2000,5,2018-09-01
Galaxy S10,Celular,4500,3,2018-09-01
Inspiron 15,Notebook,2300,3,2018-09-01
Inspiron 15,Notebook,2300,1,2018-09-01
Smart TV 50' 4K,Televisão,2600,3,2018-09-01
Câmera Digital Rebel T6,Câmera,1500,5,2018-09-01
Galaxy S8,Celular,3000,1,2018-09-01
Samsung Dual Core,Notebook,1500,4,2018-09-01
Câmera Digital Sony Cyber,Câmera,700,2,2018-09-01
Moto G7,Celular,1400,4,2018-09-02
Smart TV 50' 4K,Televisão,2600,1,2018-09-02
Câmera Digital Sony Cyber,Câmera,700,5,2018-09-02
Moto G7,Celular,1400,5,2018-09-02
Moto Z,Celular,1500,1,2018-09-02
Moto G7,Celular,1400,3,2018-09-02
Câmera Digital Rebel T6,Câmera,1500,5,2018-09-02
Câmera Digital Rebel T6,Câmera,1500,3,2018-09-02
iPhone 7,Celular,2500,2,2018-09-02
Moto G7,Celular,1400,3,2018-09-02
Smart TV LED Full HD 55',Televisão,2000,2,2018-09-02
Samsung Dual Core,Notebook,1500,1,2018-09-02
Smart TV 50' 4K,Televisão,2600,3,2018-09-02
Smart TV LED Full HD 55',Televisão,2000,5,2018-09-02
Inspiron 15,Notebook,2300,5,2018-09-02
Aspire 5,Notebook,2400,3,2018-09-02
TV LED 32',Televisão,1400,5,2018-09-02
Galaxy S10,Celular,4500,3,2018-09-02
iPhone 7,Celular,2500,1,2018-09-02
